FighterId,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,CareerStats
"140002292","Nate","Marquardt","The Great","Scrambled","1979-04-20T00:00:00","111.2","285.6","114.3","54","29","5","0","20","12","22","5","2","5","0","[object Object]"
"140002293","Tyrone","Roberts","null","Scrambled","null","0","0","0","2","5","0","0","0","2","0","2","0","0","0","[object Object]"
"140002294","Joe","Doerksen","El Dirte","Scrambled","1977-09-10T00:00:00","111.2","284.1","115.8","22","20","0","0","2","14","11","7","0","5","0","[object Object]"
"140002295","Dustin","Kimura","The Diamond","Scrambled","1989-05-21T00:00:00","103.4","208.4","109.6","17","7","0","0","5","0","12","2","0","0","0","[object Object]"
"140002296","Joey","Beltran","Mexicutioner","Scrambled","1981-12-09T00:00:00","112.7","316.5","115.8","26","23","0","2","19","12","5","2","0","5","0","[object Object]"
"140002297","Neil","Seery","2 Tap","Scrambled","1979-08-30T00:00:00","101.9","193","99.6","25","20","0","0","14","2","14","14","0","0","0","[object Object]"
"140002298","Vernon","White","Tiger","Scrambled","1971-12-03T00:00:00","111.2","316.5","0","5","14","2","0","0","2","0","7","0","0","0","[object Object]"
"140002299","Daron","Cruickshank","Detroit Superstar","Scrambled","1985-06-11T00:00:00","105","239.3","111.2","32","22","0","2","20","5","5","12","0","2","0","[object Object]"
"140002300","Rex","Holman","null","Scrambled","null","115.8","316.5","0","0","2","0","0","0","2","0","0","0","0","0","[object Object]"
"140002301","Mike","Pierce","null","Scrambled","1980-09-01T00:00:00","105","262.5","109.6","26","11","0","0","12","0","2","2","0","0","0","[object Object]"
"140002302","Chris","Beal","The Real Deal","Scrambled","1985-08-06T00:00:00","103.4","208.4","106.5","15","12","0","0","7","7","0","5","0","0","0","[object Object]"
"140002303","Shane","Roller","null","Scrambled","1979-07-14T00:00:00","108.1","239.3","111.2","17","11","0","0","7","7","14","7","0","0","0","[object Object]"
"140002304","Nick","Catone","The Jersey Devil","Scrambled","1981-09-01T00:00:00","111.2","285.6","111.9","15","10","0","0","7","2","7","5","0","0","0","[object Object]"
"140002305","Rolles","Gracie","null","Scrambled","1978-07-14T00:00:00","117.3","378.3","0","12","10","0","0","0","10","12","0","0","2","0","[object Object]"
"140002306","Joe","Doerksen","El Dirte","Scrambled","1977-09-10T00:00:00","111.2","284.1","115.8","22","20","0","0","2","14","11","7","0","5","0","[object Object]"
"140002307","Tyson","Griffin","null","Scrambled","1984-04-20T00:00:00","101.9","239.3","105.8","25","12","0","0","14","7","5","0","2","0","0","[object Object]"
"140002308","Mike","Rio","The Wolverine","Scrambled","1981-07-06T00:00:00","108.1","239.3","108.1","15","12","0","0","10","5","12","5","0","0","0","[object Object]"
"140002309","Kenny","Robertson","null","Scrambled","1984-02-14T00:00:00","108.1","262.5","114.3","23","11","0","0","10","5","14","0","0","0","0","[object Object]"
"140002310","Ian","Freeman","The Machine","Scrambled","1970-12-31T00:00:00","109.6","339.7","0","31","11","2","0","15","12","14","5","0","0","0","[object Object]"
"140002311","Joe","Riggs","Diesel","Scrambled","1982-09-23T00:00:00","111.2","285.6","108.1","73","28","2","2","43","12","22","11","2","2","0","[object Object]"
"140002312","Kevin","Randleman","The Monster","Scrambled","1971-08-10T00:00:00","108.1","316.5","0","26","25","0","0","12","10","10","12","0","0","0","[object Object]"
"140002313","Paul","Creighton","null","Scrambled","null","0","0","0","0","2","0","0","0","2","0","0","0","0","0","[object Object]"
"140002314","Yves","Edwards","Thugjitsu Master","Scrambled","1976-09-30T00:00:00","106.5","239.3","112.7","65","34","2","0","25","10","26","14","0","0","0","[object Object]"
"140002315","Derek","Downey","The Gentleman","Scrambled","1980-04-27T00:00:00","112.7","285.6","0","0","7","0","0","0","2","0","2","0","0","0","[object Object]"
"140002316","Renato","Sobral","Babalu","Scrambled","1975-07-09T00:00:00","111.2","316.5","116.6","59","17","0","0","12","11","31","2","0","0","0","[object Object]"
"140002317","Tim","Sylvia","The Maine-iac","Scrambled","1976-05-03T00:00:00","123.5","401.4","123.5","48","15","0","0","31","7","10","10","0","0","0","[object Object]"
"140002318","Konstantin","Erokhin","The Russian Bear","Scrambled","1983-01-02T00:00:00","109.6","316.5","112.7","14","10","0","0","12","5","0","0","0","0","0","[object Object]"
"140002319","Isaac","Vallie-Flagg","null","Scrambled","1978-04-08T00:00:00","105","239.3","105.8","25","11","2","0","12","0","12","7","0","0","0","[object Object]"
"140002320","Eric","Wisely","Little Lee","Scrambled","1984-07-25T00:00:00","105","223.9","108.1","51","14","2","0","20","0","12","2","0","0","0","[object Object]"
"140002321","Ivan","Salaverry","null","Scrambled","1971-01-11T00:00:00","111.2","285.6","0","22","14","0","0","12","10","12","2","0","0","0","[object Object]"
"140002322","Chris","Tuchscherer","The Crowbar","Scrambled","1975-09-08T00:00:00","114.3","401.4","117.3","32","10","0","0","14","7","11","0","0","0","0","[object Object]"
"140002323","Ramiro","Hernandez","Junior","Scrambled","1986-07-22T00:00:00","106.5","223.9","106.5","28","15","0","0","14","5","12","2","0","0","0","[object Object]"
"140002324","Pedro","Rizzo","The Rock","Scrambled","1974-05-03T00:00:00","112.7","352","0","20","17","0","0","15","11","0","0","0","7","0","[object Object]"
"140002325","Jason","Lambert","The Punisher","Scrambled","1977-09-23T00:00:00","112.7","285.6","115.8","14","19","0","0","10","11","5","7","0","2","0","[object Object]"
"140002326","Kyle","Kingsbury","Kingsbu","Scrambled","1982-03-22T00:00:00","117.3","316.5","122","17","14","0","0","10","5","5","2","0","0","0","[object Object]"
"140002327","Viktor","Pesta","null","Scrambled","1990-07-15T00:00:00","117.3","318.1","118.9","29","12","0","0","12","14","11","2","5","2","0","[object Object]"
"140002328","Marvin","Eastman","The Beastman","Scrambled","1971-07-16T00:00:00","106.5","285.6","112.7","14","19","2","0","7","11","0","2","0","0","0","[object Object]"
"140002329","Tsuyoshi","Kosaka","TK","Scrambled","1970-03-06T00:00:00","109.6","347.4","0","42","31","5","0","12","14","14","5","0","0","0","[object Object]"
"140002330","Rich","Clementi","No Love","Scrambled","1977-03-31T00:00:00","106.5","239.3","111.9","69","36","2","0","14","10","42","14","0","0","0","[object Object]"
"140002331","Georges","St-Pierre","Rush","Scrambled","1981-05-19T00:00:00","109.6","285.6","117.3","40","5","0","0","12","2","14","2","0","0","0","[object Object]"
"140002332","Hugo","Viana","Wolverine","Scrambled","1982-09-26T00:00:00","101.9","208.4","104.2","12","12","0","0","2","5","0","0","0","0","0","[object Object]"
"140002333","Tim","Hague","The Thrashing Machine","Scrambled","1983-05-09T00:00:00","117.3","401.4","117.3","32","20","0","0","23","12","10","0","0","0","0","[object Object]"
"140002334","Ricardo","Almeida","Cachorrao","Scrambled","1976-11-29T00:00:00","109.6","262.5","114.3","20","12","0","0","0","2","12","2","0","0","0","[object Object]"
"140002335","Frank","Trigg","Twinkle Toes","Scrambled","1972-05-07T00:00:00","105","279.5","109.6","34","14","0","0","19","10","7","10","2","7","0","[object Object]"
"140002336","Ricardo","Romero","null","Scrambled","1978-04-15T00:00:00","111.2","316.5","117.3","17","7","0","0","10","5","12","0","0","0","0","[object Object]"
"140002337","Daniel","Jolly","Werewolf of Texas","Scrambled","1984-09-03T00:00:00","112.7","316.5","115.8","12","10","0","0","5","10","2","0","0","0","0","[object Object]"
"140002338","Georges","St-Pierre","Rush","Scrambled","1981-05-19T00:00:00","109.6","285.6","117.3","40","5","0","0","12","2","14","2","0","0","0","[object Object]"
"140002339","Jacob","Volkmann","Christmas","Scrambled","1980-09-05T00:00:00","106.5","262.5","110.4","29","11","0","0","2","0","12","12","0","0","0","[object Object]"
"140002340","Rob","Yundt","null","Scrambled","1980-05-05T00:00:00","0","285.6","0","2","5","0","0","0","0","0","5","0","0","0","[object Object]"
"140002341","Dennis","Hallman","Superman","Scrambled","1975-12-02T00:00:00","106.5","262.5","111.2","82","29","5","0","12","15","60","0","0","2","0","[object Object]"
"140002342","Matt","Hughes","null","Scrambled","1973-10-13T00:00:00","106.5","262.5","112.7","69","14","0","0","26","12","28","10","0","0","0","[object Object]"
"140002343","George","Roop","null","Scrambled","1981-11-10T00:00:00","112.7","208.4","111.2","23","20","2","0","10","12","10","10","0","0","0","[object Object]"
"140002344","Chico","Camus","The King","Scrambled","1985-01-26T00:00:00","101.9","208.4","101.9","28","12","0","2","10","2","10","2","0","2","0","[object Object]"
"140002345","Jason","Miller","Mayhem","Scrambled","1980-12-24T00:00:00","112.7","316.5","0","36","15","0","0","12","5","22","5","2","5","2","[object Object]"
"140002346","Brian","Stann","All American","Scrambled","1980-09-24T00:00:00","112.7","316.5","114.3","19","14","0","0","14","5","2","5","0","0","0","[object Object]"
"140002347","Mike","Swick","Quick","Scrambled","1979-06-19T00:00:00","112.7","262.5","118.9","23","14","0","0","12","5","7","2","0","0","0","[object Object]"
"140002348","Matt","Grice","The Real One","Scrambled","1981-07-29T00:00:00","105","223.9","108.1","23","12","0","0","14","5","10","5","0","0","0","[object Object]"
"140002349","Paul","Redmond","Redser","Scrambled","1986-10-20T00:00:00","108.1","239.3","108.1","23","14","0","0","12","7","12","10","0","2","0","[object Object]"
"140002350","Yaotzin","Meza","null","Scrambled","1981-01-30T00:00:00","106.5","223.9","114.3","32","17","0","2","12","7","11","7","0","0","0","[object Object]"
"140002351","CJ","Fernandes","null","Scrambled","1977-11-13T00:00:00","111.2","262.5","0","2","7","7","0","0","2","2","5","0","0","0","[object Object]"
"140002352","Nate","Marquardt","The Great","Scrambled","1979-04-20T00:00:00","111.2","285.6","114.3","54","29","5","0","20","12","22","5","2","5","0","[object Object]"
"140002353","Chris","Lytle","Lights Out","Scrambled","1974-08-18T00:00:00","109.6","262.5","105","49","36","12","0","10","5","34","0","0","0","0","[object Object]"
"140002354","Paul","Taylor","Relentless","Scrambled","1979-12-15T00:00:00","111.2","239.3","111.2","15","11","2","0","12","0","2","5","0","0","0","[object Object]"
"140002355","Steve","Vigneault","Lion","Scrambled","null","108.1","260.9","0","2","12","0","0","0","7","0","5","0","0","0","[object Object]"
"140002356","Phil","Davis","Mr. Wonderful","Scrambled","1984-09-25T00:00:00","114.3","316.5","120.4","37","11","0","2","14","0","12","0","2","5","0","[object Object]"
"140002357","Kimo","Leopoldo","null","Scrambled","null","0","0","0","10","12","2","0","5","2","5","7","0","0","0","[object Object]"
"140002358","Ken","Shamrock","The World's Most Dangerous Man","Scrambled","1964-02-11T00:00:00","112.7","327.3","111.9","45","26","5","0","10","17","34","10","0","0","0","[object Object]"
"140002359","Din","Thomas","Dinyero","Scrambled","1976-09-28T00:00:00","106.5","239.3","0","40","14","0","0","11","5","23","5","0","0","0","[object Object]"
"140002360","Matt","Veach","null","Scrambled","null","103.4","262.5","0","7","12","0","0","5","0","0","12","0","0","0","[object Object]"
"140002361","Jay","Hieron","The Thoroughbred","Scrambled","1976-07-29T00:00:00","109.6","262.5","115.8","36","11","0","0","14","10","11","0","0","0","0","[object Object]"
"140002362","Felipe","Olivieri","null","Scrambled","1985-04-12T00:00:00","106.5","239.3","111.2","23","14","0","2","15","5","10","2","0","0","0","[object Object]"
"140002363","Travis","Lutter","The Serial Killer","Scrambled","1973-12-05T00:00:00","114.3","285.6","115.8","15","14","0","0","2","7","14","5","0","0","0","[object Object]"
"140002364","Gabe","Ruediger","Godzilla","Scrambled","1977-08-29T00:00:00","108.1","239.3","0","26","12","0","0","10","12","19","5","0","0","0","[object Object]"
"140002365","Anthony","Christodoulou","null","Scrambled","1987-07-30T00:00:00","106.5","239.3","111.2","19","11","0","0","10","5","10","7","0","0","0","[object Object]"
"140002366","John-Olav","Einemo","The Viking","Scrambled","1975-12-10T00:00:00","120.4","401.4","0","14","7","0","0","2","2","12","0","0","0","0","[object Object]"
"140002367","Kimo","Leopoldo","null","Scrambled","null","0","0","0","10","12","2","0","5","2","5","7","0","0","0","[object Object]"
"140002368","Jeremy","Horn","Gumby","Scrambled","1975-08-25T00:00:00","112.7","285.6","114.3","139","32","2","2","25","5","96","12","10","7","0","[object Object]"
"140002369","Rich","Franklin","Ace","Scrambled","1974-10-05T00:00:00","112.7","285.6","117.3","45","11","0","0","26","12","12","0","0","0","0","[object Object]"
"140002370","Phillipe","Nover","The Filipino Assassin","Scrambled","1984-02-03T00:00:00","106.5","223.9","111.2","17","12","2","0","2","2","12","0","0","2","0","[object Object]"
"140002371","Rich","Franklin","Ace","Scrambled","1974-10-05T00:00:00","112.7","285.6","117.3","45","11","0","0","26","12","12","0","0","0","0","[object Object]"
"140002372","Matt","Lindland","The Law","Scrambled","1970-05-17T00:00:00","111.2","285.6","114.3","34","14","0","0","12","10","11","10","0","0","0","[object Object]"
"140002373","Mike","Russow","null","Scrambled","1976-11-09T00:00:00","112.7","393.7","112.7","23","7","0","0","10","5","12","2","0","0","0","[object Object]"
"140002374","Yves","Jabouin","Tiger","Scrambled","1979-05-30T00:00:00","101.9","208.4","105","31","17","0","0","17","12","2","10","0","0","0","[object Object]"
"140002375","Randy","Couture","The Natural","Scrambled","1963-06-22T00:00:00","114.3","316.5","115.8","29","17","0","0","11","11","10","5","0","0","0","[object Object]"
"140002376","Jeff","Monson","The Snowman","Scrambled","1971-01-18T00:00:00","106.5","370.6","114.3","77","34","2","0","7","12","46","10","0","2","0","[object Object]"
"140002377","Dan","Miller","null","Scrambled","1981-06-30T00:00:00","112.7","285.6","114.3","22","14","0","0","2","2","14","2","0","0","0","[object Object]"
"140002378","Norifumi","Yamamoto","Kid","Scrambled","1977-03-15T00:00:00","98.8","208.4","101.9","28","14","0","2","20","2","5","2","0","0","0","[object Object]"
"140002379","Rob","Emerson","The Saint","Scrambled","1981-07-30T00:00:00","108.1","208.4","108.1","28","19","0","2","12","0","14","2","5","2","0","[object Object]"
"140002380","Levan","Makashvili","The Hornet","Scrambled","1989-01-07T00:00:00","105","223.9","105.8","25","5","2","0","14","0","2","0","0","0","0","[object Object]"
"140002381","David","Loiseau","The Crow","Scrambled","1979-12-17T00:00:00","111.2","316.5","118.1","36","17","0","0","23","5","7","5","0","0","0","[object Object]"
"140002382","Jason","MacDonald","The Athlete","Scrambled","1975-06-03T00:00:00","115.8","285.6","123.5","39","25","0","0","7","12","28","7","0","0","0","[object Object]"
"140002383","Brock","Lesnar","null","Scrambled","1977-07-12T00:00:00","115.8","409.2","125.1","12","7","0","0","7","5","2","2","0","0","0","[object Object]"
"140002384","Chuck","Liddell","Iceman","Scrambled","1969-12-17T00:00:00","114.3","316.5","118.1","32","14","0","0","20","11","2","2","0","0","0","[object Object]"
"140002385","Tim","Lajcik","null","Scrambled","null","0","0","0","0","7","2","0","0","5","0","0","0","0","0","[object Object]"
"140002386","Joao","Pierini","null","Scrambled","1971-12-11T00:00:00","112.7","239.3","0","0","2","0","0","0","2","0","0","0","0","0","[object Object]"
"140002387","Jake","Rosholt","null","Scrambled","1982-02-09T00:00:00","112.7","285.6","0","19","12","0","0","12","5","14","7","0","0","0","[object Object]"
"140002388","Stanislav","Nedkov","Stucky","Scrambled","1981-09-12T00:00:00","109.6","316.5","109.6","19","5","0","0","14","2","10","2","0","0","0","[object Object]"
"140002389","Matt","Hughes","null","Scrambled","1973-10-13T00:00:00","106.5","262.5","112.7","69","14","0","0","26","12","28","10","0","0","0","[object Object]"
"140002390","Melvin","Guillard","The Young Assassin","Scrambled","1983-03-30T00:00:00","106.5","239.3","105","49","34","5","7","32","14","5","14","0","0","0","[object Object]"
"140002391","Frank","Mir","null","Scrambled","1979-05-24T00:00:00","115.8","401.4","122","29","20","0","0","12","14","14","2","5","7","0","[object Object]"
"140002392","Matt","Dwyer","null","Scrambled","1989-12-17T00:00:00","117.3","262.5","118.1","14","14","0","0","12","5","0","0","0","5","0","[object Object]"
"140002393","Drew","McFedries","The Massacre","Scrambled","1978-07-27T00:00:00","111.2","285.6","111.2","15","11","0","0","12","5","2","10","0","0","0","[object Object]"
"140002394","Michihiro","Omigawa","null","Scrambled","1975-12-19T00:00:00","101.9","223.9","105","22","22","2","0","10","5","5","0","0","0","0","[object Object]"
"140002395","Ronys","Torres","Jungle Boy","Scrambled","1985-08-13T00:00:00","105","239.3","0","59","11","0","0","20","5","28","0","0","0","0","[object Object]"
"140002396","Michinori","Tanaka","null","Scrambled","1990-10-04T00:00:00","100.4","208.4","104.2","22","10","0","0","0","0","14","0","5","0","0","[object Object]"
"140002397","Rob","Emerson","The Saint","Scrambled","1981-07-30T00:00:00","108.1","208.4","108.1","28","19","0","2","12","0","14","2","5","2","0","[object Object]"
"140002398","Frank","Trigg","Twinkle Toes","Scrambled","1972-05-07T00:00:00","105","279.5","109.6","34","14","0","0","19","10","7","10","2","7","0","[object Object]"
"140002399","Chael","Sonnen","null","Scrambled","1977-04-03T00:00:00","112.7","316.5","114.3","46","26","2","0","11","11","12","14","0","0","0","[object Object]"
"140002400","Martin","Kampmann","Hitman","Scrambled","1982-04-17T00:00:00","111.2","262.5","111.2","31","11","0","0","12","12","11","0","0","0","0","[object Object]"
"140002401","Tony","Fryklund","The Freak","Scrambled","null","111.2","262.5","0","10","11","2","0","2","10","7","5","0","0","0","[object Object]"
"140002402","Antonio Rodrigo","Nogueira","Minotauro","Scrambled","1976-06-02T00:00:00","115.8","365.9","118.9","52","15","2","0","7","7","32","5","7","7","2","[object Object]"
"140002403","Ian","McCall","Uncle Creepy","Scrambled","1984-07-05T00:00:00","100.4","193","98.8","20","11","2","0","10","5","7","2","2","0","0","[object Object]"
"140002404","Andy","Ogle","The Little Axe","Scrambled","1989-02-16T00:00:00","105","223.9","106.5","14","14","0","0","5","2","7","5","0","0","0","[object Object]"
"140002405","Kurt","Pellegrino","Batman","Scrambled","1979-05-07T00:00:00","105","239.3","108.9","25","11","0","0","5","2","15","7","0","0","0","[object Object]"
"140002406","Mac","Danzig","null","Scrambled","1980-01-02T00:00:00","105","239.3","108.1","32","19","2","0","12","5","15","5","0","0","0","[object Object]"
"140002407","Tim","Sylvia","The Maine-iac","Scrambled","1976-05-03T00:00:00","123.5","401.4","123.5","48","15","0","0","31","7","10","10","0","0","0","[object Object]"
"140002408","Trevor","Prangley","null","Scrambled","1972-08-24T00:00:00","111.2","316.5","115.8","48","17","2","0","14","12","22","7","0","0","0","[object Object]"
"140002409","Rodrigo","Ruas","null","Scrambled","null","0","0","0","0","7","0","0","0","2","0","0","0","0","0","[object Object]"
"140002410","Renato","Sobral","Babalu","Scrambled","1975-07-09T00:00:00","111.2","316.5","116.6","59","17","0","0","12","11","31","2","0","0","0","[object Object]"
"140002411","Justin","Buchholz","null","Scrambled","1983-08-22T00:00:00","109.6","239.3","112.7","23","17","0","0","11","10","14","7","2","5","0","[object Object]"
"140002412","Travis","Wiuff","Diesel","Scrambled","1978-03-15T00:00:00","115.8","409.2","0","116","34","0","2","37","23","39","10","0","2","0","[object Object]"
"140002413","Randy","Couture","The Natural","Scrambled","1963-06-22T00:00:00","114.3","316.5","115.8","29","17","0","0","11","11","10","5","0","0","0","[object Object]"
"140002414","Jon","Fitch","null","Scrambled","1978-02-24T00:00:00","111.2","262.5","117.3","45","12","5","2","10","5","14","10","7","5","0","[object Object]"
"140002415","Paul","Kelly","Tellys","Scrambled","1984-09-12T00:00:00","106.5","262.5","108.1","20","12","0","0","14","2","10","5","0","0","0","[object Object]"
"140002416","Yuki","Kondo","null","Scrambled","1975-07-17T00:00:00","109.6","262.5","0","10","23","0","0","5","10","0","10","0","2","0","[object Object]"
"140002417","Anthony","Johnson","Rumble","Scrambled","1984-03-06T00:00:00","114.3","316.5","120.4","36","14","0","0","26","2","0","12","0","5","0","[object Object]"
"140002418","Masio","Fullen","El Lobo","Scrambled","1986-10-06T00:00:00","108.1","223.9","108.1","15","12","0","0","7","5","12","5","0","2","0","[object Object]"
"140002419","Josh","Koscheck","Kos","Scrambled","1977-11-30T00:00:00","108.1","262.5","112.7","26","17","0","0","14","10","10","7","0","0","0","[object Object]"
"140002420","Eugene","Jackson","null","Scrambled","null","0","0","0","14","14","0","0","7","7","5","7","0","0","0","[object Object]"
"140002421","Kenny","Robertson","null","Scrambled","1984-02-14T00:00:00","108.1","262.5","114.3","23","11","0","0","10","5","14","0","0","0","0","[object Object]"
"140002422","Luigi","Fioravanti","The Italian Tank","Scrambled","1981-01-22T00:00:00","106.5","285.6","108.9","40","23","0","0","17","11","14","5","0","2","0","[object Object]"
"140002423","Adriano","Martins","null","Scrambled","1982-06-12T00:00:00","108.1","239.3","111.2","43","17","0","0","20","7","7","0","0","0","0","[object Object]"
"140002424","Michael","Bisping","The Count","Scrambled","1979-02-28T00:00:00","112.7","285.6","116.6","46","14","0","0","25","7","10","5","0","0","0","[object Object]"
"140002425","Jeremy","Jackson","The Scorpion","Scrambled","null","0","0","0","5","12","0","0","5","5","0","7","0","0","0","[object Object]"
"140002426","John","Halverson","null","Scrambled","1972-09-08T00:00:00","0","262.5","0","0","5","0","0","0","2","0","0","0","0","0","[object Object]"
"140002427","Tim","Sylvia","The Maine-iac","Scrambled","1976-05-03T00:00:00","123.5","401.4","123.5","48","15","0","0","31","7","10","10","0","0","0","[object Object]"
"140002428","Alexandre","Dantas","null","Scrambled","null","0","0","0","0","5","0","0","0","5","0","0","0","0","0","[object Object]"
"140002429","Randy","Couture","The Natural","Scrambled","1963-06-22T00:00:00","114.3","316.5","115.8","29","17","0","0","11","11","10","5","0","0","0","[object Object]"
"140002430","Matt","Serra","The Terror","Scrambled","1974-06-02T00:00:00","101.9","262.5","105","17","11","0","0","5","5","12","0","0","0","0","[object Object]"
"140002431","Ansar","Chalangov","null","Scrambled","null","106.5","262.5","0","5","10","0","0","2","2","2","5","0","0","0","[object Object]"
"140002432","Ronald","Jhun","The Machine","Scrambled","null","109.6","262.5","0","2","20","2","0","0","10","0","14","0","0","0","[object Object]"
"140002433","Chael","Sonnen","null","Scrambled","1977-04-03T00:00:00","112.7","316.5","114.3","46","26","2","0","11","11","12","14","0","0","0","[object Object]"
"140002434","Jorge","Gurgel","J.G.","Scrambled","1977-01-25T00:00:00","106.5","239.3","106.5","22","15","0","0","0","5","15","5","0","0","0","[object Object]"
"140002435","Miguel","Torres","null","Scrambled","1981-01-18T00:00:00","106.5","223.9","117.3","68","14","0","0","14","7","39","7","7","2","0","[object Object]"
"140002436","Gabriel","Gonzaga","Napao","Scrambled","1979-05-18T00:00:00","114.3","396.8","117.3","26","19","0","0","11","15","14","0","2","2","0","[object Object]"
"140002437","Chuck","Liddell","Iceman","Scrambled","1969-12-17T00:00:00","114.3","316.5","118.1","32","14","0","0","20","11","2","2","0","0","0","[object Object]"
"140002438","Frank","Trigg","Twinkle Toes","Scrambled","1972-05-07T00:00:00","105","279.5","109.6","34","14","0","0","19","10","7","10","2","7","0","[object Object]"
"140002439","Mac","Danzig","null","Scrambled","1980-01-02T00:00:00","105","239.3","108.1","32","19","2","0","12","5","15","5","0","0","0","[object Object]"
"140002440","Josh","Thomson","The Punk","Scrambled","1978-09-21T00:00:00","108.1","239.3","109.6","34","14","0","0","14","5","15","0","0","0","0","[object Object]"
"140002441","Antonio","Banuelos","null","Scrambled","1979-09-23T00:00:00","97.3","193","97.3","29","19","2","0","11","14","2","5","0","0","0","[object Object]"
"140002442","Nico","Musoke","Nico","Scrambled","1986-04-05T00:00:00","111.2","262.5","115.8","20","12","0","2","10","2","12","2","0","0","0","[object Object]"
"140002443","Pete","Spratt","The Secret Weapon","Scrambled","1971-01-09T00:00:00","106.5","239.3","0","19","28","0","0","12","2","12","22","0","0","0","[object Object]"
"140002444","Jutaro","Nakao","null","Scrambled","1970-11-30T00:00:00","106.5","257.8","0","5","12","0","0","5","5","0","0","0","0","0","[object Object]"
"140002445","Justin","Eilers","null","Scrambled","1978-06-28T00:00:00","112.7","362.8","0","5","12","2","0","5","10","0","0","0","0","0","[object Object]"
"140002446","Brad","Imes","The Hillbilly Heartthrob","Scrambled","1977-03-16T00:00:00","122","401.4","0","0","10","0","0","0","2","0","2","0","0","0","[object Object]"
"140002447","Antonio","Silva","Bigfoot","Scrambled","1979-09-14T00:00:00","117.3","409.2","123.5","29","22","2","0","23","19","5","0","0","2","0","[object Object]"
"140002448","Josh","Neer","The Dentist","Scrambled","1983-03-24T00:00:00","109.6","285.6","111.9","56","25","2","0","28","7","22","12","0","5","0","[object Object]"
"140002449","Thiago","Tavares","null","Scrambled","1984-11-08T00:00:00","103.4","239.3","105.8","34","15","2","0","7","11","22","0","0","0","0","[object Object]"
"140002450","Gerald","Strebendt","null","Scrambled","null","0","0","0","0","10","0","0","0","5","0","5","0","0","0","[object Object]"
"140002451","Albert","Tumenov","Einstein","Scrambled","1991-12-26T00:00:00","109.6","262.5","112.7","32","10","0","0","20","0","0","5","5","0","0","[object Object]"
"140002452","David","Bielkheden","null","Scrambled","1979-06-06T00:00:00","108.1","262.5","109.6","10","11","0","0","2","2","2","2","0","0","0","[object Object]"
"140002453","Zach","Light","null","Scrambled","null","0","0","0","0","12","0","0","0","5","0","7","0","0","0","[object Object]"
"140002454","Phil","Davis","Mr. Wonderful","Scrambled","1984-09-25T00:00:00","114.3","316.5","120.4","37","11","0","2","14","0","12","0","2","5","0","[object Object]"
"140002455","Josh","Thomson","The Punk","Scrambled","1978-09-21T00:00:00","108.1","239.3","109.6","34","14","0","0","14","5","15","0","0","0","0","[object Object]"
"140002456","Dan","Christison","The Sandman","Scrambled","1972-04-26T00:00:00","123.5","416.9","0","5","12","0","0","0","0","5","0","0","0","0","[object Object]"
"140002457","Dan","Miller","null","Scrambled","1981-06-30T00:00:00","112.7","285.6","114.3","22","14","0","0","2","2","14","2","0","0","0","[object Object]"
"140002458","Naoyuki","Kotani","null","Scrambled","1981-12-08T00:00:00","105","239.3","102.7","51","25","11","0","12","12","39","5","0","2","0","[object Object]"
"140002459","Dave","Menne","The Warrior","Scrambled","1974-07-29T00:00:00","108.1","285.6","0","11","12","0","0","0","10","5","0","0","0","0","[object Object]"
"140002460","Benson","Henderson","Smooth","Scrambled","1983-11-16T00:00:00","106.5","239.3","108.1","46","19","0","0","7","5","17","7","11","12","0","[object Object]"
"140002461","Jeremy","Horn","Gumby","Scrambled","1975-08-25T00:00:00","112.7","285.6","114.3","139","32","2","2","25","5","96","12","10","7","0","[object Object]"
"140002462","Akira","Corassani","null","Scrambled","1982-08-27T00:00:00","105","223.9","105","19","11","0","2","2","14","7","2","0","0","0","[object Object]"
"140002463","Koji","Oishi","null","Scrambled","1977-05-31T00:00:00","105","223.9","0","39","15","15","0","12","7","0","2","0","0","0","[object Object]"
"140002464","Carlos Eduardo","Rocha","Ta Danado","Scrambled","1981-07-12T00:00:00","108.1","262.5","108.1","14","10","0","0","2","5","12","0","0","0","0","[object Object]"
"140002465","Rafael","Natal","Sapo","Scrambled","1982-12-25T00:00:00","111.2","285.6","117.3","32","14","2","0","10","14","12","0","5","2","0","[object Object]"
"140002466","Karo","Parisyan","The Heat","Scrambled","1982-08-28T00:00:00","108.1","262.5","111.2","37","17","0","0","7","14","17","2","0","0","0","[object Object]"
"140002467","Matt","Lindland","The Law","Scrambled","1970-05-17T00:00:00","111.2","285.6","114.3","34","14","0","0","12","10","11","10","0","0","0","[object Object]"
"140002468","Jon","Fitch","null","Scrambled","1978-02-24T00:00:00","111.2","262.5","117.3","45","12","5","2","10","5","14","10","7","5","0","[object Object]"
"140002469","Josh","Koscheck","Kos","Scrambled","1977-11-30T00:00:00","108.1","262.5","112.7","26","17","0","0","14","10","10","7","0","0","0","[object Object]"
"140002470","Gil","Castillo","null","Scrambled","null","0","0","0","5","7","0","0","0","5","0","0","0","0","0","[object Object]"
"140002471","Denis","Stojnic","The Menace","Scrambled","1980-02-02T00:00:00","109.6","378.3","0","14","5","0","2","7","2","10","2","0","0","0","[object Object]"
